Writ488	FEMALE	RIGHT	20	MIXED	
Writ489	MALE	LEFT	20	MIXED	
Writ490	FEMALE	LEFT	28	MIXED	
Writ491	MALE	RIGHT	23	MIXED	
Writ492	MALE	RIGHT	22	CURSIVE	
Writ493	FEMALE	RIGHT	23	MIXED	
Writ494	FEMALE	RIGHT	24	CURSIVE	
Writ495	FEMALE	RIGHT	25	MIXED	
Writ496	FEMALE	RIGHT	26	MIXED	
Writ497	FEMALE	RIGHT	22	MIXED	
Writ498	FEMALE	RIGHT	22	HANDPRINT	
Writ499	FEMALE	RIGHT	24	CURSIVE	
Writ500	FEMALE	LEFT	22	MIXED	
Writ501	FEMALE	RIGHT	22	HANDPRINT	
Writ502	MALE	RIGHT	22	CURSIVE	
Writ503	FEMALE	RIGHT	24	MIXED	
Writ504	FEMALE	RIGHT	24	MIXED	
Writ505	FEMALE	RIGHT	24	HANDPRINT	
Writ506	FEMALE	RIGHT	23	MIXED	
Writ507	FEMALE	RIGHT	23	MIXED	
Writ508	FEMALE	RIGHT	23	MIXED	
Writ509	FEMALE	RIGHT	23	MIXED	
Writ510	FEMALE	RIGHT	23	MIXED	
Writ511	FEMALE	RIGHT	23	MIXED	
Writ512	MALE	RIGHT	24	CURSIVE	
Writ514	FEMALE	RIGHT	21	HANDPRINT	
Writ515	FEMALE	LEFT	25	MIXED	
Writ516	FEMALE	RIGHT	21	MIXED	
Writ517	FEMALE	RIGHT	20	MIXED	
Writ518	FEMALE	RIGHT	22	HANDPRINT	
Writ519	FEMALE	RIGHT	25	CURSIVE	
Writ521	FEMALE	RIGHT	24	CURSIVE	
Writ522	MALE	RIGHT	24	MIXED	
Writ523	FEMALE	LEFT	30	HANDPRINT	
Writ524	FEMALE	RIGHT	26	MIXED	
Writ525	FEMALE	RIGHT	20	MIXED	
Writ526	FEMALE	RIGHT	23	MIXED	
Writ527	MALE	RIGHT	23	MIXED	
Writ528	FEMALE	RIGHT	21	MIXED	
Writ529	MALE	RIGHT	23	MIXED	
Writ530	MALE	RIGHT	23	MIXED	
Writ551	MALE	RIGHT	27	MIXED	
Writ552	FEMALE	RIGHT	25	HANDPRINT	
Writ553	FEMALE	RIGHT	32	MIXED	
Writ554	FEMALE	RIGHT	22	MIXED	
Writ555	MALE	RIGHT	23	MIXED	
Writ556	FEMALE	RIGHT	20	CURSIVE	
Writ557	FEMALE	RIGHT	23	CURSIVE	
Writ558	FEMALE	LEFT	20	CURSIVE	
Writ559	FEMALE	RIGHT	25	CURSIVE	
Writ560	FEMALE	RIGHT	22	MIXED	
Writ561	FEMALE	RIGHT	24	MIXED	
Writ562	FEMALE	LEFT	20	MIXED	
Writ563	MALE	RIGHT	21	MIXED	
Writ564	FEMALE	RIGHT	22	CURSIVE	
Writ565	FEMALE	RIGHT	24	MIXED	
Writ566	FEMALE	RIGHT	22	MIXED	
Writ567	FEMALE	RIGHT	25	MIXED	
Writ568	FEMALE	RIGHT	23	CURSIVE	
Writ569	MALE	LEFT	26	CURSIVE	
Writ570	FEMALE	RIGHT	22	MIXED	
Writ571	MALE	RIGHT	21	MIXED	
Writ573	MALE	RIGHT	24	MIXED	
Writ575	MALE	RIGHT	25	CURSIVE	
Writ576	MALE	RIGHT	23	MIXED	
Writ577	MALE	LEFT	22	MIXED	
Writ578	MALE	RIGHT	26	MIXED	
Writ579	MALE	RIGHT	23	CURSIVE	
Writ580	MALE	RIGHT	20	MIXED	
Writ581	MALE	RIGHT	21	MIXED	
Writ582	MALE	LEFT	22	CURSIVE	
Writ583	MALE	RIGHT	20	CURSIVE	
Writ584	MALE	RIGHT	20	CURSIVE	
Writ585	MALE	RIGHT	20	CURSIVE	
Writ587	MALE	RIGHT	26	CURSIVE	
Writ588	MALE	RIGHT	25	MIXED	
Writ591	MALE	RIGHT	29	MIXED	
Writ592	MALE	RIGHT	24	MIXED	
Writ593	MALE	RIGHT	21	MIXED	
Writ594	MALE	RIGHT	21	MIXED	
Writ595	MALE	RIGHT	28	MIXED	
